CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,UNICEFReportRegion
Malawi,Malawi,8,MWI,454,MLW,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,Least developed countries,"",LLDC,Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"",Common Market for Eastern and Southern Africa (COMESA),"","",Southern African Development Community (SADC),"",Non-fragile,Fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Non-fragile,"",non-FCS,"",USAID,Africa,Eastern Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),"","",Global Strategy,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,African Group,"",GAVI,Non-humanitarian,High burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,"",ECA_COMESA,ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Non-Oil Producing,ECA_Least developed countries,"",ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",Eastern and Southern Africa
Malaysia,Malaysia,99,MYS,458,MLY,South-eastern Asia,South-eastern Asia,"","","","",East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,"","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,South-Eastern Asia,"",Eastern and South-Eastern Asia,South-Eastern Asia,"","",South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Eastern and South-Eastern Asia,Asia,South-Eastern Asia,South-Eastern Asia,"","","","","",Non conflict,East Asia and Pacific,"","","","","",East Asia and Pacific,"",Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","",EAPR Program Countries,EAPR Program Countries (excluding China),"","",EAPR Countries,EAPR Countries (excluding China),"","",ASEAN Countries,"","","","","","","",ESCAP_ASEAN (ASEAN),"","","",ESCAP_South-East Asia (SEA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Upper Middle Income Economies,"","","","","",East Asia and Pacific
Namibia,Namibia,18,NAM,516,NMB,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,"","","",Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"","","","",Southern African Development Community (SADC),"",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Africa,Southern Africa,"",Sub-Saharan Africa,"","","","","",Sub-Saharan Africa,Sub-Saharan Africa,Southern Africa,Sub-Saharan Africa (inc. Sudan),"","","","","",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,African Group,"","",Non-humanitarian,Non-high burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,"","","","",ECA_Non-Oil Producing,"",ECA_Mineral-rich countries,"","",ECA_Sub-Saharan Africa,"","","","","","","",ECA_Southern Africa Customs Union (SACU),Eastern and Southern Africa
Niger,Niger,36,NER,562,NIG,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,Least developed countries,"",LLDC,West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),"",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,Fragile and Conflict-affected Situation,Conflict,"",Africa,Western Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),"","",Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,High burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,ECA_Sahel,ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Oil producing economies,ECA_Least developed countries,ECA_Mineral-rich countries,"",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Nigeria,Nigeria,46,NGA,566,NGR,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,"","","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,OIC,Africa,OIC Lower middle income,OIC Middle income,Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,Fragile and Conflict-affected Situation,Conflict,USAID,Africa,Western Africa,"",Sub-Saharan Africa,"","","","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),"","",HAC,"",Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,GAVI,Humanitarian,High burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,ECA_Sahel,"","",ECA_Oil producing economies,"","","","",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Nicaragua,Nicaragua,126,NIC,558,NIC,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Fragile,Other fragile,non-FCS,"","",Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"",GAVI,Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Niue,Niue,80,NIU,570,NIU,Oceania,Oceania,"","","",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,"","","","","",Oceania,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","",Non-fragile,"",Non-fragile,Non-fragile,"","","","",Oceania,Polynesia,"",Oceania,Oceania (exc. Australia and New Zealand),"",Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Polynesia,Oceania,"",Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"","","","","","","","","","","","",Non-humanitarian,Non-high burden,"","","","","","",EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,"","","","","","",East Asia and Pacific
Netherlands,Netherlands (Kingdom of the),185,NLD,528,NET,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Western Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Western Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,ECE_European Union (E25),ECE_Euro area (EMU),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Norway,Norway,186,NOR,578,NOR,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Northern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Northern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Nepal,Nepal,71,NPL,524,NEP,Southern Asia,Southern Asia excluding India,"",Least developed countries,"",LLDC,South Asia,Programme countries,"","",South-East Asia,South Asia,South Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Fragile,Fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Non-fragile,"",non-FCS,"",USAID,Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,Least developed countries,Landlocked developing countries,"","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),"","",Global Strategy,Non conflict,South Asia,"",South Asia,"",Lower middle income,Low and middle income,South Asia,"",Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,High burden,"",South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),"",ESCAP_LDC (LDC_E),ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Lower Middle Income Economies,"","","","","",South Asia
Nauru,Nauru,79,NRU,520,NAU,Oceania,Oceania,"","","",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,"",High income,High income,"",Oceania,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Oceania,Micronesia,"",Oceania,Oceania (exc. Australia and New Zealand),"",Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Micronesia,Oceania,"",Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"","","","","","","","","",Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","",EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB High Income Economies,"","","","","",East Asia and Pacific
New Zealand,New Zealand,187,NZL,554,NZD,"","","","","","",Non-programme countries,"","","",Western Pacific,East Asia and Pacific,"",High income,High income,"",Oceania,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Oceania,Australia and New Zealand,"",Oceania,Australia and New Zealand,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Australia and New Zealand,Oceania,Australia and New Zealand,"","","","","","","",East Asia and Pacific,"","","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","",EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","","","","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB High Income Economies,"","","","","",East Asia and Pacific
Oman,Oman,60,OMN,512,OMN,Western Asia,Western Asia,"","","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","",High income,High income,"",Asia,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC High income: nonOECD,OIC High income,"","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","","","","",Non conflict,Middle East and North Africa,"","","","","","","","","",Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","","","","","","","","","","","",ESCAP_Other Area (OTH_REGION),"","","","","","","","","","","","","","","","",ESCWA_Arab countries,ESCWA_Gulf Cooperation Council (GCC),"","",ESCWA_Arab High-Income Countries (HICs),Middle East and North Africa
Pakistan,Pakistan,73,PAK,586,PAK,Southern Asia,Southern Asia excluding India,"","","","",South Asia,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","Middle East, North Africa, Afghanistan and Pakistan (excluding high-income)",Middle income,Lower middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Lower middle income,OIC Middle income,Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"",USAID,Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,"","","","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,"","",HAC,HAC,Global Strategy,Conflict,South Asia,"",South Asia,"",Lower middle income,Low and middle income,South Asia,"",Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,High burden,"",South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),ESCAP_ECO (ECO),"","",ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Lower Middle Income Economies,"","","","","",South Asia
